id,predicition
0,0.13016164388965706
1,-0.012124887162574708
2,-0.016459562378774373
3,-0.014386564674570402
4,-0.019540000512549418
5,-0.024543988510549918
6,-0.024543988510549918
7,-0.024543988510549918
8,-0.02597806914716593
9,-0.02597806914716593
10,-0.02597806914716593
11,-0.02597806914716593
12,-0.02597806914716593
13,-0.024543988510549918
14,-0.019540000512549418
15,-0.019540000512549418
16,-0.014386564674570402
17,-0.014386564674570402
18,-0.014386564674570402
19,-0.014386564674570402
20,-0.012124887162574708
21,-0.012124887162574708
22,-0.012124887162574708
23,-0.012124887162574708
24,-0.012124887162574708
25,-0.012124887162574708
26,0.10886657871434237
27,0.1969341373512808
28,0.3210159446319876
29,0.7337590238366264
30,1.2880497513777176
31,2.308995197684194
32,2.885753356097203
33,3.4719792327111487
34,3.802716670313189
35,4.316071996106693
36,4.858478451343363
37,4.809297658302693
38,5.054699666755312
39,5.848599823244343
40,6.708252520160429
41,6.843257054073738
42,7.509988287259473
43,7.704175577190825
44,7.864636387408807
45,8.540301017478143
46,8.58356846484331
47,8.238010747985617
48,8.895676228607732
49,8.95991286210128
50,9.180992506824046
51,9.32541171025102
52,9.43837958630729
53,9.67649162638988
54,9.538257544266383
55,9.477747338511325
56,9.271420523187134
57,8.445401097176177
58,8.399862880877503
59,8.594754384546544
60,8.505678226451401
61,8.316880739946459
62,7.664600221209732
63,7.354577343928756
64,7.491168600168746
65,6.934557821920693
66,6.92457074087052
67,6.6028149634668
68,6.297911913527924
69,5.072383273496173
70,4.566657237258812
71,4.456589908514644
72,3.4901958871310224
73,2.561838658581749
74,1.8084660164835435
75,1.2534866760783479
76,1.0523235634745889
77,0.5011886596326203
78,0.3635936794364096
79,0.2335964969931683
80,-0.021444160663574432
81,-0.058917472747107374
82,-0.058917472747107374
83,-0.058917472747107374
84,-0.07329582071285919
85,0.07348035361849344
86,0.09108536659149033
87,0.09871803292340486
88,0.09871803292340486
89,0.09871803292340486
90,-0.2518579976667392
91,-0.25226876801801096
92,0.042101929004824734
93,0.042101929004824734
94,0.042101929004824734
95,0.04879825145073041
